7908685611371;3
619659181918;2
SEM GTIN;4
7899838853604;8
619659182328;3
SEM GTIN;1
SEM GTIN;1
SEM GTIN;2
7898506459346;1
7908842801614;1
7908414485198;2
7908414400030;1
7899838882345;2
7899838815787;7
7898149186098;3
7898506455935;2
7898506455911;1
7908685611371;3
7908685678992;4
7898476327041;4
7898506475001;6
7898476327959;1
7898506475711;1
7898506475094;2
7898506457151;1
7898476325344;1
7899838822013;2
